ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Latitude|Longitude|Location|Agency_Associated_With|Neighborhood|Modified_on|Quality_Rating|Availability_Level
279|Los Pequenos Angelitos|To provide children with a wealth of experiences that they enjoy and to provide a variety of learning experiences that will develop the children intellectual  social  emotional  physical growth and reinforce ethnic pride.|''|3711 W 55th St|Chicago|IL|60629|(773) 735-5827|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''|Awards of Excellence|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
280|North Star Child Development|Preschool is the beginning of elementary school. Our Preschool class learns peer interaction and pre-academic skills with a variety of gross and fine motor turn-taking interaction and pre-academic skills with a variety of gross and fine motor turn-taking \ngames  Handwriting without Tears pre-writing|''|4341 W North Ave|Chicago|IL|60639|(773) 252-9200|0|''|True|False|''|''|''|''|6:00am-5:30 pm|''|''|''|''|''|English, Spanish, Assyrian|''|Awards of Excellence|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
281|Rainbow Daycare|To nurture children and provide quality childcare.|''|3250 W Irving Park Rd|Chicago|IL|60618|(773) 478-8182|0|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English, Spanish, Thai|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
282|Smart From The Start Armitage|0|''|4135 W Armitage Ave|Chicago|IL|60639|(773) 697-7057|0|''|True|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''| |''|''|''|''|''|Jun 27 2016  9:37PM|0|High
283|Cuddle Care Academy|0|''|4800 S Lake Park|Chicago|IL|60615|(773) 285-1114|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
284|Chicago Youth Centers - George E Taylor|Chicago Youth Centers mission is to invests in youth in underserved communities in Chicago to help them discover and realize their full potential.  At the George E. Taylor Center we pride ourselves in our positive  caring  and supportive environment. We support the needs of our children and their fa|''|3232 W Division St|Chicago|IL|60651|(773) 489-3157|http://chicagoyouthcenters.org|''|True|True|''|''|''|''|8:00am-11:30am // 12:30pm-4:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
285|Kids R Us|Your children will experience a fun  nurturing educational environment at Kids are Us Learning Center of Chicago  IL. Our highly qualified teachers are committed to ensuring your child's optimal social  emotional  and educational development. Our goal is to nurture happy  intelligent  and well-adjus|''|7453 S Vincennes Ave|Chicago|IL|60621|(773) 846-5437|0|''|False|True|''|''|''|''|6:30am-6:30pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
286|Little Kiddies|0|''|1501 W Devon Ave |Chicago|IL|60660|(773) 465-7702|0|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
287|Montessori Academy & Association, Inc|0|''|11025 S Halsted St|Chicago|IL|60628|(773) 468-0033|0|''|True|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
288|Tiny Scholars Academy|0|''|1167 E 63rd St|Chicago|IL|60637|(773) 855-8104|0|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
290|A-Karrasel|0|''|3420 W Fullerton Ave|Chicago|IL|60647|(773) 772-4333|0|''|True|True|''|''|''|''|6:30am-5:30pm|''|''|''|''|''|English, Spanish, basic sign language|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
291|A-Karrasel-Galewood|0|''|5504 W Fullerton Ave|Chicago|IL|60639|(773) 637-1022|0|''|True|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
292|Busy Bees Child Development|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Busy Bees.  Through this partnership  Busy Bees offers high quality early childhood education in a safe  licensed child care facility dedicated to supporting families and helpin|''|3155 S Shields Ave|Chicago|IL|60616|(773) 326-0200|0|''|False|True|''|''|''|''|7:30am-8:00pm|''|''|''|''|''|English, Chinese (Simplified), Chinese (Traditional), Spanish|''|Awards of Excellence|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
293|Busy Bees II|0|''|2351 S Wentworth Ave|Chicago|IL|60616|(312) 888-3167|0|''|True|True|''|''|''|''|7:30am-8:00pm|''|''|''|''|''|English, Chinese (Simplified), Chinese (Traditional), Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
294|Channings Child Care Academy|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Channings.  Through this partnership  Channings offers high quality early childhood education in a safe  licensed child care facility dedicated to supporting families and helpin|''|5701 W Division St|Chicago|IL|60651|(773) 379-7627|http://channingschildcare.com|''|False|True|''|''|''|''|8:30am-12:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
295|Children's International Academy|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with CIA.  Through this partnership  CIA offers high quality early childhood education in a safe  licensed child care facility dedicated to supporting families and helping children r|''|5858 W Roosevelt Rd|Chicago|IL|60644|(773) 287-0808|http://www.ciadaycare.com|''|False|True|''|''|''|''|6:00am-12:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
296|Chipper Preschool and Kindergarten|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Chipper.  Through this partnership  Chipper offers high quality early childhood education in a safe  licensed child care facility dedicated to supporting families and helping ch|''|8225 S Kedzie Ave|Chicago|IL|60652|(773) 778-5757|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
297|FIFTH CITY|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Fifth City.  Through this partnership  Fifth City offers high quality early childhood education in a safe  licensed child care facility dedicated to supporting families and help|''|3411 W 5th Ave|Chicago|IL|60624|(773) 826-8686|0|''|False|True|''|''|''|''|6:00am-6:30pm|''|''|''|''|''|English|''|DCFS License|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
298|First Start Children's Academy|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with First Start Academy.  Through this partnership  First Start Academy offers high quality early childhood education in a safe  licensed child care facility dedicated to supporting|''|4753 W Washington Blvd|Chicago|IL|60644|(773) 379-4928|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
299|First Start Children's Academy South|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with First Start.  Through this partnership  First Start offers high quality early childhood education in a safe  licensed child care facility dedicated to supporting families and he|''|5700 S Ashland Ave|Chicago|IL|60636|(773) 778-4850|0|''|False|True|''|''|''|''|6:00am-8:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
300|Fresh Start Academy|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Fresh Start Academy.  Through this partnership  Fresh Start offers high quality early childhood education in a safe  licensed child care facility dedicated to supporting familie|''|6924 W North Ave|Chicago|IL|60635|(773) 479-2870|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
301|Living Witness|0|''|4159 N Laramie Ave|Chicago|IL|60641|(773) 427-1011|0|''|True|True|''|''|''|''|8:00am-12:00pm|''|''|''|''|''|English, French, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
302|Wise Owl|0|''|2734 W North Ave|Chicago|IL|60647|(773) 489-8402|0|''|True|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
303|El Valor - Carlos Cantu Children and Family Center|El Valor's Head Start and Early Head Start program provides a high-quality birth-to-five dual language research based curriculum that promotes the best practices in child development and school readiness in an inclusive environment. The integrated approach focuses on enhancing the social  emotional |''|2434 S Kildare Ave|Chicago|IL|60623|(773) 242-2700|http://www.elvalor.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
304|Centro Infantil (Puerto Rican Comm)|Centro Infantil is a Day Care Center in Chicago  Il. It has maximum capacity of 30 children. The center accepts children ages of: 2Y to 6Y.|''|2739 W Division St|Chicago|IL|60622|(773) 342-8866|http://www.elvalor.org|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
305|El Valor - Children's World|0|''|3356 S Ashland Ave|Chicago|IL|60608|(773) 523-0100|0|''|True|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
306|El Valor -Guadalupe Reyes Children & Family Center|El Valor's Head Start and Early Head Start program provides a high-quality birth-to-five dual language research based curriculum that promotes the best practices in child development and school readiness in an inclusive environment. The integrated approach focuses on enhancing the social  emotional |''|1951 W 19th Street|Chicago|IL|60623|(312) 997-2021|http://www.elvalor.org|''|False|True|''|''|''|''|7:00am-5:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
308|El Valor - Kidz Creative Concepts|0|''|719 E 63rd St|Chicago|IL|60637|(773) 752-5439|0|''|True|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
309|El Valor - Lots of Love NFP|0|''|1015 W 79th St|Chicago|IL|60620|(773) 783-8181|0|''|True|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
310|El Valor - Lots of Love Pre-School|0|''|1139 W 79th St|Chicago|IL|60620|(773) 874-4954|0|''|True|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
311|El Valor - Mari's Bumble Bee Academy|Provides services for children ages 2-6.|''|9725 S Commerical Ave|Chicago|IL|60617|(773) 221-7692|http://www.elvalor.org|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
312|El Valor - Power Day Care|0|''|725 W 123rd St|Chicago|IL|60628|(773) 568-5794|0|''|True|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
313|El Valor - Rey Gonzalez Children and Family Center|El Valor's Head Start and Early Head Start program provides a high-quality birth-to-five dual language research based curriculum that promotes the best practices in child development and school readiness in an inclusive environment. The integrated approach focuses on enhancing the social  emotional |''|3050 E 92nd St|Chicago|IL|60617|(773) 721-9311|http://www.elvalor.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
314|El Valor - Small World Daycare Center|0|''|834 W 31st St|Chicago|IL|60608|(312) 808-1125|0|''|True|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Chinese (Traditional), Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
316|Family Focus - Nuestra Familia|The mission of Family Focus is to promote the well being of children by supporting and strengthening their families in and with their communities. Family Focus Nuestra Familia partners with each family to meet their specific needs. Services such as dual language support  health and wellness resource|''|4145 W Armitage Ave|Chicago|IL|60639|(773) 276-0940|http://www.family-focus.org|''|False|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
317|Diana's Playpen of Little Geniuses|0|''|6236 S Western Ave|Chicago|IL|60636|(773) 737-6700|0|''|True|True|''|''|''|''|6:00am-8:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
318|Hunt's Early Childhood Educational Academy|Gads Hill Center  a social service organization established in 1898  creates opportunities for children and their families to build a better life through education  access to resources  and community engagement. Our Child Development Center offers half and full day programming for children ages 2.5 |''|2701 W 79th St|Chicago|IL|60652|(773) 863-8260|http://gadshillcenter.org|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
319|Literacy Zone|0|''|5831 S Western Ave|Chicago|IL|60636|(773) 306-0856|0|''|False|True|''|''|''|''|6:00am-6:00pm |''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
320|M & E Daycare - 79th Street Day Care|Gads Hill Center  a social service organization established in 1898  creates opportunities for children and their families to build a better life through education  access to resources  and community engagement. Our Child Development Center offers half and full day programming for children ages 2.5 |''|3728 W 79th St|Chicago|IL|60652|(773) 585-7979|http://gadshillcenter.org|''|False|True|''|''|''|''|6:00am-6:30pm|''|''|''|''|''|English, Arabic, Spanish|''| |''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
321|Peachtree Educational Daycare Inc.|0|''|2845 W 71st St|Chicago|IL|60629|(773) 776-9043|0|''|True|True|''|''|''|''|6:00am-8:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
322|Smart from the Start|0|''|1939 W 79th St|Chicago|IL|60620|(773) 966-6499|0|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
324|Wholly Innocence Day Care Center|The philosophy of the Wholly Innocents Child Care Center is to provide a nurturing environment to promote positive self-esteem and support in mastering each developmental stage for children whose lives have been impacted by the negative consequences of parental substance abuse. Our mission is to cre|''|34 N Sangamon St|Chicago|IL|60607|(312) 226-7984|http://www.hcenter.org|''|False|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
325|4 Ever Young|0|''|441 E 79th St|Chicago|IL|60619|(773) 966-6872|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
