ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
533|John Greenleaf Whittier ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1900 W 23rd St|Chicago|IL|60608|(773) 535-4590|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610228 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
534|John H Hamline ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4652 S Bishop St|Chicago|IL|60609|(773) 535-4565|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609964|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
535|John H Kinzie ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5625 S Mobile Ave|Chicago|IL|60638|(773) 535-2425|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610026|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
536|John Harvard ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|7525 S Harvard Ave|Chicago|IL|60620|(773) 535-3045|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609971|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
537|John Hay Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1018 N Laramie Ave|Chicago|IL|60651|(773) 534-6000|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609975|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
538|John J Audubon ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3500 N Hoyne Ave|Chicago|IL|60618|(773) 534-5470|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609782|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
539|John J Pershing Elementary Humanities Magnet|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3200 S Calumet Ave|Chicago|IL|60616|(773) 534-9272|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610126|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
540|John L Marsh ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|9822 S Exchange Ave|Chicago|IL|60617|(773) 535-6430|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610054|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
541|John M Smyth ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1059 W 13th St  |Chicago|IL|60608|(773) 534-7180|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610180 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
542|John Milton Gregory ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3715 W Polk St|Chicago|IL|60624|(773) 534-6820|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609954|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
543|John Palmer ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5051 N Kenneth Ave|Chicago|IL|60630|(773) 534-3704|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610111|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
544|John Spry Elementary Community School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2400 S Marshall Blvd|Chicago|IL|60623|(773) 534-1700|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610184 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
545|John T McCutcheon ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4865 N Sheridan Rd|Chicago|IL|60640|(773) 534-2680|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610269|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
546|John T Pirie Fine Arts & Academic Center ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|650 E 85th St|Chicago|IL|60619|(773) 535-3435|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610130|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
547|John W Cook ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|8150 S Bishop St|Chicago|IL|60620|(773) 535-3315|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609864|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
548|John Whistler ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|11533 S Ada St|Chicago|IL|60643|(773) 535-5560|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610225 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
549|Johnnie Colemon Elementary Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1441 W 119th St|Chicago|IL|60643|(773) 535-3975|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610199|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
550|Jonathan Burr ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1621 W Wabansia Ave|Chicago|IL|60622|(773) 534-4090|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609828|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
551|Jonathan Y Scammon ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4201 W Henderson St|Chicago|IL|60641|(773) 534-3475|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610159 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
552|Jordan Elementary Community School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|7414 N Wolcott Ave|Chicago|IL|60626|(773) 534-2220|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609865|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
553|Jose De Diego Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1313 N Claremont Ave|Chicago|IL|60622|(773) 534-4451|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610313|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
554|Josefa Ortiz De Dominguez ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3000 S Lawndale Ave|Chicago|IL|60623|(773) 534-1600|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609950|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
555|Joseph Brennemann Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4251 N Clarendon Ave|Chicago|IL|60613|(773) 534-5766|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610242|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
556|Joseph E Gary ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3740 W 31st St|Chicago|IL|60623|(773) 534-1455|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609938|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
557|Joseph Jungman ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1746 S Miller St|Chicago|IL|60608|(773) 534-7375|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610015|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
558|Joseph Kellman Corporate Community ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3030 W Arthington St|Chicago|IL|60612|(773) 534-6602|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609925|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
