ECMKey|Site_Name|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
559|Joseph Lovett Elementary School|6333 W Bloomingdale Ave|Chicago|IL|60639|773-534-3130|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610043|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
560|Joseph Warren Elementary School|9239 S Jeffery Ave|Chicago|IL|60617|773-535-6625|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610218 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
561|Josephine C Locke Elementary School|2828 N Oak Park Ave|Chicago|IL|60634|773-534-3300|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610041|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
562|Joshua D Kershaw Elementary School|6450 S Lowe Ave|Chicago|IL|60621|773-535-3050|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610019|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
563|Josiah Pickard Elementary School|2301 W 21st Pl|Chicago|IL|60608|773-535-7280|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610129|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|High
564|Joyce Kilmer Elementary School|6700 N Greenview Ave|Chicago|IL|60626|773-534-2115|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610022|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
565|Julia Ward Howe Elementary School|720 N Lorel Ave|Chicago|IL|60644|773-534-6060|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610000|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
566|Langston Hughes Elementary School|240 W 104th St|Chicago|IL|60628|773-535-5075|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610368|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
567|LaSalle II Elementary Language Academy|1148 N Honore St|Chicago|IL|60622|773-534-0490|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610520|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
568|Laughlin Falconer Elementary School|4632 W Diversey Ave|Chicago|IL|60641|773-534-3560|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609910|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
569|Laura S Ward Elementary School|646 N Lawndale Ave|Chicago|IL|60624|773-534-6440|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610133|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
570|Lawndale Elementary Community Academy|3444 W Douglas Blvd|Chicago|IL|60623|773-534-1635|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610034|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
571|Lazaro Cardenas Elementary School|2345 S Millard Ave|Chicago|IL|60623|773-534-1465|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610024|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
572|Leif Ericson Elementary Scholastic Academy|3600 W 5th Ave|Chicago|IL|60624|773-534-6660|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609907|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
573|Lenart Elementary Regional Gifted Center|8101 S LaSalle St|Chicago|IL|60620|773-535-0040|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610298|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
574|Leslie Lewis Elementary School|1431 N Leamington Ave|Chicago|IL|60651|773-534-3060|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610036|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
575|Little Village Elementary School|2620 S Lawndale Ave|Chicago|IL|60623|773-534-1880|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609834|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|High
576|Logandale Middle School|2945 N Sawyer Ave|Chicago|IL|60618|773-534-5244|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610325|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
577|Lorenz Brentano Math & Science Academy Elementary School|2723 N Fairfield Ave|Chicago|IL|60647|773-534-4100|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609809|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
578|Louis A Agassiz Elementary School|2851 N Seminary Ave|Chicago|IL|60657|773-534-5725|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609773|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
579|Louis Nettelhorst Elementary School|3252 N Broadway St|Chicago|IL|60657|773-534-5810|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610094|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
580|Louis Pasteur Elementary School|5825 S Kostner Ave|Chicago|IL|60629|773-535-2270|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610117|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
581|Ludwig Van Beethoven Elementary School|25 W 47th St|Chicago|IL|60609|773-535-1480|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610237|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
582|Luke O'Toole Elementary School|6550 S Seeley Ave|Chicago|IL|60636|773-535-9040|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610108|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
583|Luther Burbank Elementary School|2035 N Mobile Ave|Chicago|IL|60639|773-534-3000|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609818|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|29 Sep 2016 09:21:15:000|Silver|Low
584|Lyman A Budlong Elementary School|2701 W Foster Ave|Chicago|IL|60625|773-534-2591|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609817|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
585|Mahalia Jackson Elementary School|917 W 88th St|Chicago|IL|60620|773-535-3341|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610369|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
586|Mancel Talcott Elementary School|1840 W Ohio St|Chicago|IL|60622|773-534-7130|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610197 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
587|Manuel Perez Elementary School|2001 S Throop St|Chicago|IL|60608|773-534-7650|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609872|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Medium
588|Marcus Moziah Garvey Elementary School|10309 S Morgan St|Chicago|IL|60643|773-535-2763|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610128|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
589|Maria Saucedo Elementary Scholastic Academy|2850 W 24th Blvd|Chicago|IL|60623|773-534-1770|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610017 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
590|Mariano Azuela Elementary School|4707 W Marquette Rd|Chicago|IL|60629|773-535-7395|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610544|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
591|Mark Twain Elementary School|5134 S Lotus Ave|Chicago|IL|60638|773-535-2290|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610206 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
592|Marquette Elementary School|6550 S Richmond St|Chicago|IL|60629|773-535-9260|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610053|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|24 Oct 2016 10:56:26:000|Licensed|Low
593|Martha Ruggles Elementary School|7831 S Prairie Ave|Chicago|IL|60619|773-535-3085|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610152|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|17 Oct 2016 13:52:57:000|Silver|Medium
594|Marvin Camras Elementary School|3000 N Mango Ave|Chicago|IL|60634|773-534-2960|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610539|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
595|Mary E Courtenay Elementary Language Arts Center|4425 N Magnolia Ave|Chicago|IL|60613|773-534-5790|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610355|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
596|Mary E McDowell Elementary School|1419 E 89th St|Chicago|IL|60619|773-535-6404|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610312|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
597|Mary Gage Peterson Elementary School|5510 N Christiana Ave|Chicago|IL|60625|773-534-5070|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610127|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
599|Matthew Gallistel Elementary Language Academy|10347 S Ewing Ave|Chicago|IL|60617|773-535-6540|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609935|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Medium
600|Medgar Evers Elementary School|9811 S Lowe Ave|Chicago|IL|60628|773-535-2565|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610362|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
601|Melville W Fuller Elementary School|4214 S Saint Lawrence Ave|Chicago|IL|60653|773-535-1687|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609928|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
602|Michael Faraday Elementary School|3250 W Monroe St|Chicago|IL|60624|(773)-534-6670|http://www.cps.edu/Schools/Pages/school.aspx?Schoo|3 years to 5 years|0|1|1|1|0|1|7:00 AM - 6:00 PM|1|0|0|0|0|Spanish;;|_|COA|_|Chicago Public Schools|21 Sep 2016 08:50:18:000|Licensed|Low
603|Mildred I Lavizzo Elementary School|138 W 109th St|Chicago|IL|60628|773-535-5300|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610208|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
604|Milton Brunson Math & Science Specialty Elementary School|932 N Central Ave|Chicago|IL|60651|773-534-6025|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609830|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
605|Minnie Mars Jamieson Elementary School|5650 N Mozart St|Chicago|IL|60659|773-534-2395|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610011|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
606|Morton School of Excellence|431 N Troy St|Chicago|IL|60612|773-534-6791|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610257|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 08:57:30:000|Silver|Low
607|Mount Vernon Elementary School|10540 S Morgan St|Chicago|IL|60643|773-535-2825|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610086|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
608|Myra Bradwell Communications Arts & Sciences Elementary School|7736 S Burnham Ave|Chicago|IL|60649|773-535-6600|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609806|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
609|Nathan Hale Elementary School|6140 S Melvina Ave|Chicago|IL|60638|773-535-2265|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609960|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
610|Nathan S Davis Elementary School|3014 W 39th Pl|Chicago|IL|60632|773-535-4540|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609876|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
611|Nathanael Greene Elementary School|3525 S Honore St|Chicago|IL|60609|773-535-4560|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609952|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|20 Sep 2016 12:42:55:000|Gold|Low
612|National Teachers Elementary Academy|55 W Cermak Rd|Chicago|IL|60616|773-534-9970|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610231|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
613|New Field Elementary School|1707 W Morse Ave|Chicago|IL|60626|773-534-2773|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610284|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
614|Newton Bateman Elementary School|4220 N Richmond St|Chicago|IL|60618|773-534-5055|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609792|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
615|Nicholson Technology Academy|6006 S Peoria St|Chicago|IL|60621|773-535-3285|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609793|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
616|Ninos Heroes Elementary School|8344 S Commercial Ave|Chicago|IL|60617|773-535-6694|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609961|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
617|Norman A Bridge Elementary School|3800 N New England Ave|Chicago|IL|60634|773-534-3718|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609810|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
618|North River Elementary School|4416 N Troy St|Chicago|IL|60625|773-534-0590|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610354|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
619|Norwood Park Elementary School|5900 N Nina Ave|Chicago|IL|60631|773-534-1198|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610099|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
620|Oliver S Westcott Elementary School|409 W 80th St|Chicago|IL|60620|773-535-3090|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610300 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
621|Oliver Wendell Holmes Elementary School|955 W Garfield Blvd|Chicago|IL|60621|773-535-9025|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609997|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
622|Oriole Park Elementary School|5424 N Oketo Ave|Chicago|IL|60656|773-534-1201|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610105|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
623|Orozco Fine Arts & Sciences Elementary School|1940 W 18th St|Chicago|IL|60608|773-534-7215|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610329|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
624|Orville T Bright Elementary School|10740 S Calhoun Ave|Chicago|IL|60617|773-535-6215|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609811|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
625|Oscar DePriest Elementary School|139 S Parkside Ave|Chicago|IL|60644|773-534-6800|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610367|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
626|Pablo Casals Elementary School|3501 W Potomac Ave|Chicago|IL|60651|773-534-4444|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610021|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
627|Park Manor Elementary School|7037 S Rhodes Ave|Chicago|IL|60637|773-535-3070|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610115|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
628|Parkside Elementary Community Academy|6938 S East End Ave|Chicago|IL|60649|773-535-0940|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610116|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
629|Patrick Henry Elementary School|4250 N Saint Louis Ave|Chicago|IL|60618|773-534-5060|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609988|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
630|Paul Cuffe Math-Science Technology Academy Elementary School|8324 S Racine Ave|Chicago|IL|60620|773-535-8250|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610003|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
631|Paul Revere Elementary School|1010 E 72nd St|Chicago|IL|60619|773-535-0618|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610146|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
632|Perkins Bass Elementary School|1140 W 66th St|Chicago|IL|60621|773-535-3275|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609791|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
633|Peter A Reinberg Elementary School|3425 N Major Ave|Chicago|IL|60634|773-534-3465|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610145|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
634|Peter Cooper Elementary Dual Language Academy|1624 W 19th St|Chicago|IL|60608|773-534-7205|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609867|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
635|Philip Rogers Elementary School|7345 N Washtenaw Ave|Chicago|IL|60645|773-534-2125|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610147|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
636|Phillip D Armour Elementary School|911 W 32nd Pl|Chicago|IL|60608|773-535-4530|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609777|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|High
637|Phobe Apperson Hearst Elementary School|4640 S Lamon Ave|Chicago|IL|60638|773-535-2376|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609981|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
638|Pilsen Elementary Community Academy|1420 W 17th St|Chicago|IL|60608|773-534-7675|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610013|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|High
639|Portage Park Elementary School|5330 W Berteau Ave|Chicago|IL|60641|773-534-3576|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610135|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
640|Rachel Carson Elementary School|5516 S Maplewood Ave|Chicago|IL|60629|773-535-9222|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609842|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
641|Ralph H Metcalfe Elementary Community Academy|12339 S Normal Ave|Chicago|IL|60628|773-535-5590|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609902|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
642|Ravenswood Elementary School|4332 N Paulina St|Chicago|IL|60613|773-534-5525|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610141|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
643|Richard Edwards Elementary School|4950 S Laporte Ave|Chicago|IL|60632|773-535-4875|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609903|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
644|Richard Henry Lee Elementary School|6448 S Tripp Ave|Chicago|IL|60629|773-535-2255|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610291|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
645|Richard J Daley Elementary Academy|5024 S Wolcott Ave|Chicago|IL|60609|773-535-9091|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610239|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
646|Richard J Oglesby Elementary School|7646 S Green St|Chicago|IL|60620|773-535-3060|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610102|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
647|Richard Yates Elementary School|1839 N Richmond St|Chicago|IL|60647|773-534-4550|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610234 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|High
